type	subtype	ref	desc
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_085844237.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_087872512.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_101516660.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_104442471.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_113613509.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_117044474.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_117046752.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_117065919.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_123085936.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_126123880.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_132629969.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_134628915.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_140423191.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_148937512.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_151405943.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_159287722.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Id|WP_085334908.1	aminoglycoside N-acetyltransferase AAC(6')-Id
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-If|WP_048233550.1	aminoglycoside N-acetyltransferase AAC(6')-If
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-If|WP_071593229.1	aminoglycoside N-acetyltransferase AAC(6')-If
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Il|WP_013263788.1	aminoglycoside N-acetyltransferase AAC(6')-Il
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Il|WP_063840324.1	aminoglycoside N-acetyltransferase AAC(6')-Il
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Il|WP_063840325.1	aminoglycoside N-acetyltransferase AAC(6')-Il
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Il|WP_071846318.1	aminoglycoside N-acetyltransferase AAC(6')-Il
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Im|WP_002592614.1	aminoglycoside N-acetyltransferase AAC(6')-Im
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Im|WP_010708502.1	aminoglycoside N-acetyltransferase AAC(6')-Im
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Im|WP_057038955.1	aminoglycoside N-acetyltransferase AAC(6')-Im
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Ip|WP_069453146.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ip
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Iq|WP_032489188.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iq
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Iz|WP_005410660.1	aminoglycoside N-acetyltransferase AAC(6')-Iz
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Iz|WP_005414154.1	aminoglycoside N-acetyltransferase AAC(6')-Iz
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Iz|WP_012481011.1	aminoglycoside N-acetyltransferase AAC(6')-Iz
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Iz|WP_024956926.1	aminoglycoside N-acetyltransferase AAC(6')-Iz
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Iz|WP_049440615.1	aminoglycoside N-acetyltransferase AAC(6')-Iz
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-Iz|WP_071846310.1	aminoglycoside N-acetyltransferase AAC(6')-Iz
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_002289795.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_002293569.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_002293989.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_002328174.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_002339746.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_002373947.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_004652049.1	aminoglycoside N-acetyltransferase AAC(6')-Iv
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_004670361.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_004770322.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_004801433.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005062866.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005081764.1	aminoglycoside N-acetyltransferase AAC(6')-Ig
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005091170.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005145021.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005184197.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005197871.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005202238.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005208202.1	aminoglycoside N-acetyltransferase AAC(6')-Iu
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005243483.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005259042.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005269797.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005288246.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005296085.1	aminoglycoside N-acetyltransferase AAC(6')-Iw
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005880220.1	aminoglycoside N-acetyltransferase AAC(6')-Iih
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_008265821.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_008940904.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_009510932.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010720790.1	aminoglycoside N-acetyltransferase AAC(6')-Iid
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010723742.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010727362.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010728104.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010736157.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010737153.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010750427.1	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010752789.1	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010768325.1	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_016162901.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_016172918.1	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_016177698.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_016541245.1	aminoglycoside N-acetyltransferase AAC(6')-Ih
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_016628216.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_016651650.1	aminoglycoside N-acetyltransferase AAC(6')-Ij
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_017395772.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_019722502.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_023519215.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_024635824.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_032870384.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_032874497.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_032880374.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_034688908.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_034700626.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_034860925.1	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_047426753.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_048603867.1	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_053766315.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_063840323.1	aminoglycoside N-acetyltransferase AAC(6')-Ik
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_063840327.1	aminoglycoside N-acetyltransferase AAC(6')-Ir
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_063840328.1	aminoglycoside N-acetyltransferase AAC(6')-Is
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_063840329.1	aminoglycoside N-acetyltransferase AAC(6')-It
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_063840330.1	aminoglycoside N-acetyltransferase AAC(6')-Ix
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_071846216.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_071846353.1	aminoglycoside N-acetyltransferase AAC(6')-Ii
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')|AAF03531.1	cryptic aminoglycoside N-acetyltransferase AAC(6')-Iy/Iaa
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')|AAL20537.1	cryptic aminoglycoside N-acetyltransferase AAC(6')-Iy/Iaa
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')|WP_001109644.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA16
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')|WP_003159545.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iae
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')|WP_015059044.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-33
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')|WP_016575755.1	aminoglycoside N-acetyltransferase AAC(6')-Isa
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')|WP_016930164.1	aminoglycoside N-acetyltransferase AAC(6')-Ial
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')|WP_033649026.1	aminoglycoside N-acetyltransferase AAC(6')-Ic
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')|WP_045890872.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA56
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')|WP_051208285.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')|WP_063840274.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-I30
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')|WP_063840278.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaf
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')|WP_063840279.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iai
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aac(6')|WP_069174568.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaj
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aacA10|WP_071766620.1	AAC(6')-I family aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aacA43|WP_024437351.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aacA43|WP_032495046.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aacA43|WP_071846376.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aacA48|WP_071593201.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iag
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aacA49|WP_071593202.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA49
aminoglycoside	aac(6')-I	NCBI|amr:amr|aminoglycoside|aacA57-2|WP_000959805.1	aminoglycoside N-acetyltransferase AAC(6')-Ian
aminoglycoside	aac(6')-II	NCBI|amr:amr|aminoglycoside|aac(6')-IIa|WP_023622803.1	aminoglycoside N-acetyltransferase AAC(6')-IIa
aminoglycoside	aac(6')-II	NCBI|amr:amr|aminoglycoside|aac(6')-IIa|WP_071846189.1	aminoglycoside N-acetyltransferase AAC(6')-IIa
aminoglycoside	aac(6')-II	NCBI|amr:amr|aminoglycoside|aac(6')-IIa|WP_071846374.1	aminoglycoside N-acetyltransferase AAC(6')-IIa
aminoglycoside	aac(6')-II	NCBI|amr:amr|aminoglycoside|aac(6')-IIc|WP_012695484.1	aminoglycoside N-acetyltransferase AAC(6')-IIc
aminoglycoside	aac(6')-II	NCBI|amr:amr|aminoglycoside|aac(6')-IIc|WP_045332676.1	aminoglycoside N-acetyltransferase AAC(6')-IIc
aminoglycoside	aac(6')-II	NCBI|amr:amr|aminoglycoside|aac(6')-II|WP_024437054.1	AAC(6')-II family aminoglycoside 6'-N-acetyltransferase AacA35
aminoglycoside	aac(6')-II	NCBI|amr:amr|aminoglycoside|aac(6')-II|WP_063840276.1	aminoglycoside N-acetyltransferase AAC(6')-IIb
aminoglycoside	aac(6')-II	NCBI|amr:amr|aminoglycoside|aacA40|WP_063840275.1	aminoglycoside 6'-N-acetyltransferase AacA40
aminoglycoside	aac(6')-III	NCBI|amr:amr|aminoglycoside|aac(6')-III|WP_010107623.1	tobramycin N-acetyltransferase AAC(6')-III
aminoglycoside	aac(6')-III	NCBI|amr:amr|aminoglycoside|aac(6')-III|WP_038726674.1	tobramycin N-acetyltransferase AAC(6')-III
aminoglycoside	aac(6')-III	NCBI|amr:amr|aminoglycoside|aac(6')-III|WP_038790798.1	tobramycin N-acetyltransferase AAC(6')-III
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_000381802.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_000381803.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_003159209.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_032490446.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_042852798.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_058133312.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_063840507.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_071846217.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_071846230.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_071846238.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_071846303.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_071846305.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_071846312.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_071846313.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_071846314.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_071846317.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_071846341.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_071846360.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(2'')-I	NCBI|amr:amr|aminoglycoside|ant(2'')-Ia|WP_071846368.1	aminoglycoside nucleotidyltransferase ANT(2'')-Ia
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA10|WP_025991879.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA10|WP_070342359.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA10|WP_071846261.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA10|WP_071846266.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA10|WP_071846327.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA10
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA11|WP_011600630.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA11|WP_032495379.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA11|WP_048608579.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA11|WP_063840415.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA11|WP_071846267.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA11
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA12|WP_031306504.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA12|WP_071846268.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA12
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA13|WP_001424636.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA13|WP_012414180.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA13|WP_071846269.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA13
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA15|WP_025672409.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA15
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA15|WP_070342366.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA15
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA15|WP_071846190.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA15
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA16|WP_001749984.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA16|WP_032492255.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA1bt|WP_071593205.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1bt
aminoglycoside	ant(3'')-I	NCBI|amr:amr|aminoglycoside|aadA1bt|WP_071593208.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1bt
