type	subtype	sarg	source	description	ko	definition
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_064190968.1	NCBI|amr:amr|aminoglycoside|aac(6')-29|WP_064190968.1	aminoglycoside N-acetyltransferase AAC(6')-29a	K18816	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_064190969.1	NCBI|amr:amr|aminoglycoside|aac(6')-29|WP_064190969.1	aminoglycoside N-acetyltransferase AAC(6')-29b	K18816	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_065217783.1	NCBI|amr:amr|aminoglycoside|aac(6')-E111|WP_065217783.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-E111	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_071846204.1	NCBI|amr:amr|aminoglycoside|aac(6')|WP_071846204.1	aminoglycoside 6'-N-acetyltransferase	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_071846213.1	NCBI|amr:amr|aminoglycoside|aacA32|WP_071846213.1	aminoglycoside 6'-N-acetyltransferase	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_071846239.1	NCBI|amr:amr|aminoglycoside|aac(6')|WP_071846239.1	aminoglycoside 6'-N-acetyltransferase	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_071846255.1	NCBI|amr:amr|aminoglycoside|aacA34|WP_071846255.1	aminoglycoside 6'-N-acetyltransferase AacA34	K18816	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_071846259.1	NCBI|amr:amr|aminoglycoside|aac(6')|WP_071846259.1	aminoglycoside 6'-N-acetyltransferase	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_071846260.1	NCBI|amr:amr|aminoglycoside|aac(6')|WP_071846260.1	aminoglycoside 6'-N-acetyltransferase	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_071846334.1	NCBI|amr:amr|aminoglycoside|aac(6')|WP_071846334.1	aminoglycoside 6'-N-acetyltransferase	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_071846352.1	NCBI|amr:amr|aminoglycoside|aac(6')|WP_071846352.1	aminoglycoside 6'-N-acetyltransferase	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_087349651.1	NCBI|amr:amr|aminoglycoside|aac(6')-35|WP_087349651.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-35	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_104467712.1	NCBI|amr:amr|aminoglycoside|aac(6')-E963|WP_104467712.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-E963	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_128470137.1	NCBI|amr:amr|aminoglycoside|aac(6')-E526|WP_128470137.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-E526	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_318245537.1	NCBI|amr:amr|aminoglycoside|aac(6')-D42|WP_318245537.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-D42	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_318245538.1	NCBI|amr:amr|aminoglycoside|aac(6')-E449|WP_318245538.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-E449	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_318245539.1	NCBI|amr:amr|aminoglycoside|aac(6')-E553|WP_318245539.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-E553	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')*	SARG|aminoglycoside|aac(6')*|WP_318245540.1	NCBI|amr:amr|aminoglycoside|aac(6')-E64|WP_318245540.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-E64	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_000354853.1	NCBI|amr:amr|aminoglycoside|aac(6')|AAF03531.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iy	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_000354865.1	NCBI|amr:amr|aminoglycoside|aac(6')|AAL20537.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaa	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_000959805.1	NCBI|amr:amr|aminoglycoside|aacA57-2|WP_000959805.1	aminoglycoside N-acetyltransferase AAC(6')-Ian	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_000960976.1	NCBI|amr:amr|aminoglycoside|aac(6')-Ian|WP_000960976.1	aminoglycoside N-acetyltransferase AAC(6')-Ian	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_001109644.1	NCBI|amr:amr|aminoglycoside|aac(6')|WP_001109644.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA16	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_002289795.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_002289795.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_002293569.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_002293569.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_002293989.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_002293989.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_002328174.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_002328174.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_002339746.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_002339746.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_002373947.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_002373947.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_002592614.1	NCBI|amr:amr|aminoglycoside|aac(6')-Im|WP_002592614.1	aminoglycoside N-acetyltransferase AAC(6')-Im	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_003159191.1	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_003159191.1	aminoglycoside N-acetyltransferase AAC(6')-Ib4	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_003159545.1	NCBI|amr:amr|aminoglycoside|aac(6')|WP_003159545.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iae	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_004652049.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_004652049.1	aminoglycoside N-acetyltransferase AAC(6')-Iv	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_004670361.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_004670361.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_004770322.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_004770322.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_004801433.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_004801433.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005062866.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005062866.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005081764.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005081764.1	aminoglycoside N-acetyltransferase AAC(6')-Ig	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005091170.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005091170.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005145021.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005145021.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005184197.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005184197.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005197871.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005197871.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005202238.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005202238.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005208202.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005208202.1	aminoglycoside N-acetyltransferase AAC(6')-Iu	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005243483.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005243483.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005259042.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005259042.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005269797.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005269797.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005288246.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005288246.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005296085.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005296085.1	aminoglycoside N-acetyltransferase AAC(6')-Iw	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005410660.1	NCBI|amr:amr|aminoglycoside|aac(6')-Iz|WP_005410660.1	aminoglycoside N-acetyltransferase AAC(6')-Iz	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005414154.1	NCBI|amr:amr|aminoglycoside|aac(6')-Iz|WP_005414154.1	aminoglycoside N-acetyltransferase AAC(6')-Iz	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005418370.1	NCBI|amr:amr|aminoglycoside|aac(6')-Iak|WP_005418370.1	aminoglycoside N-acetyltransferase AAC(6')-Iak	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_005880220.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_005880220.1	aminoglycoside N-acetyltransferase AAC(6')-Iih	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_008265821.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_008265821.1	aminoglycoside N-acetyltransferase AAC(6')-Ii	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_008940904.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_008940904.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_009510932.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_009510932.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_010708502.1	NCBI|amr:amr|aminoglycoside|aac(6')-Im|WP_010708502.1	aminoglycoside N-acetyltransferase AAC(6')-Im	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_010720790.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010720790.1	aminoglycoside N-acetyltransferase AAC(6')-Iid	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_010723742.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010723742.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_010727362.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010727362.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_010728104.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010728104.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_010736157.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010736157.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_010737153.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010737153.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_010750427.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010750427.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_010752789.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010752789.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_010768325.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_010768325.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_012481011.1	NCBI|amr:amr|aminoglycoside|aac(6')-Iz|WP_012481011.1	aminoglycoside N-acetyltransferase AAC(6')-Iz	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_012695458.1	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_012695458.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_013136949.1	NCBI|amr:amr|aminoglycoside|aac(6')-Ia|WP_013136949.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_013250882.1	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_013250882.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_013263788.1	NCBI|amr:amr|aminoglycoside|aac(6')-Il|WP_013263788.1	aminoglycoside N-acetyltransferase AAC(6')-Il	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_014454105.1	NCBI|amr:amr|aminoglycoside|aac(6')-Ib'|WP_014454105.1	aminoglycoside N-acetyltransferase AAC(6')-Ib'	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_015059044.1	NCBI|amr:amr|aminoglycoside|aac(6')|WP_015059044.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-33	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_016162901.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_016162901.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_016172918.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_016172918.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_016177698.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_016177698.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_016541245.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_016541245.1	aminoglycoside N-acetyltransferase AAC(6')-Ih	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_016575755.1	NCBI|amr:amr|aminoglycoside|aac(6')|WP_016575755.1	aminoglycoside N-acetyltransferase AAC(6')-Isa	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_016628216.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_016628216.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_016651650.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_016651650.1	aminoglycoside N-acetyltransferase AAC(6')-Ij	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_016930164.1	NCBI|amr:amr|aminoglycoside|aac(6')|WP_016930164.1	aminoglycoside N-acetyltransferase AAC(6')-Ial	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_017395772.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_017395772.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_019722502.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_019722502.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_022631162.1	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_022631162.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_022631510.1	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_022631510.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_023519215.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_023519215.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_024437351.1	NCBI|amr:amr|aminoglycoside|aacA43|WP_024437351.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_024635824.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_024635824.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_024956926.1	NCBI|amr:amr|aminoglycoside|aac(6')-Iz|WP_024956926.1	aminoglycoside N-acetyltransferase AAC(6')-Iz	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_032488579.1	NCBI|amr:amr|aminoglycoside|aac(6')-Ib|WP_032488579.1	aminoglycoside N-acetyltransferase AAC(6')-Ib3	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_032489188.1	NCBI|amr:amr|aminoglycoside|aac(6')-Iq|WP_032489188.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Iq	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_032489895.1	NCBI|amr:amr|aminoglycoside|aac(6')-Ia|WP_032489895.1	aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_032490438.1	NCBI|amr:amr|aminoglycoside|aac(6')-Ib11|WP_032490438.1	aminoglycoside N-acetyltransferase AAC(6')-Ib11	K00663*	aminoglycoside 6'-N-acetyltransferase
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_032495046.1	NCBI|amr:amr|aminoglycoside|aacA43|WP_032495046.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA43	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_032870384.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_032870384.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_032874497.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_032874497.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_032880374.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_032880374.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_033649026.1	NCBI|amr:amr|aminoglycoside|aac(6')|WP_033649026.1	aminoglycoside N-acetyltransferase AAC(6')-Ic	K18816*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_034688908.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_034688908.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_034700626.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_034700626.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_034860925.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_034860925.1	aminoglycoside 6'-N-acetyltransferase	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_045890872.1	NCBI|amr:amr|aminoglycoside|aac(6')|WP_045890872.1	AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA56	K18815*	aminoglycoside 6'-N-acetyltransferase I
aminoglycoside	aac(6')-I	SARG|aminoglycoside|aac(6')-I|WP_047426753.1	NCBI|amr:amr|aminoglycoside|aac(6')-I|WP_047426753.1	AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase	K18816*	aminoglycoside 6'-N-acetyltransferase I
